"agencyIdentification","agencyCode","agencyCity","agencyProvince","agencyPhone","agencyAddress1","agencyCap","agencyEmail","agencyDescription","agencyfax","companyId","companyName","status","order"
"AGCOLLEGNO135","135","COLLEGNO","TO","011781550","CORSO FRANCIA, 124","10093","","COLLEGNO DE MARTIN-MINA-SBROZZI SAS","",1,"Cristallo srls","published",""
"AGNOVARAAPX","APX","NOVARA","  ","0321 407791","","","","COLLI &amp; COLLI","",1,"Cristallo srls","published",""
"AGROMA59829","59829","ROMA","  ","06 334 0171","","","","COLLINA FLEMING S.N.C. DI DE GESE E MORE","",1,"Cristallo srls","published",""
"AGMONCALIERI 1702","702","MONCALIERI 1","  ","011 682 8218","","","","COLOMBINO ASSICURAZIONI","",1,"Cristallo srls","published",""
"AGCOMO1909","1909","COMO","  ","0312764211","","","","COMO","",1,"Cristallo srls","published",""
"AGCOMO107","107","COMO","  ","031269914","","","","COMO","",1,"Cristallo srls","published",""
"AGCONEGLIANO059","059","CONEGLIANO","  ","043822457","","","","CONEGLIANO MAZZINI","",1,"Cristallo srls","published",""
"AGACQUI TERME008","008","ACQUI TERME","  ","0144 352842","","","AG_008.01@AGENTIVITTORIA.IT","CONTA ASSICURAZIONI","",1,"Cristallo srls","published",""
"AGACQUI TERME 20 0 8 ","0 0 8 ","ACQUI TERME 2","  ","014457778","","","","CONTA ASSICURAZIONI ACQUI","",1,"Cristallo srls","published",""
"AGACQUI TERME 3AG008","AG008","ACQUI TERME 3","  ","0144319090","","","","CONTA STEFANO","",1,"Cristallo srls","published",""
"AGCHIAVARI2915","2915","CHIAVARI","  ","0185307117","","","","COPPI ROBERTO ","",1,"Cristallo srls","published",""
"AGBRA 4IV7","IV7","BRA 4","  ","0172412068","","","","CORNAGLIA E C SNC","",1,"Cristallo srls","published",""
"AGCORSO DANTE ACQUI TERME39408","39408","CORSO DANTE ACQUI TERME","  ","014457543","","","","CORSO DANTE ACQUI TERME","",1,"Cristallo srls","published",""
"AGRIVOLI 3A32","A32","RIVOLI 3","  ","0119593241","","","","CORSO FRANCIA","",1,"Cristallo srls","published",""
"AGCORTEMILIAIF8","IF8","CORTEMILIA","  ","0173 81042","","","","CORTEMILIA","",1,"Cristallo srls","published",""
"AGBEINASCO4033","4033","BEINASCO","  ","0113582308","","","","COS.A.FIN. SRLS","",1,"Cristallo srls","published",""
"AGCOSENZA01","01","COSENZA","  ","098477664","","","","COSENZA","",1,"Cristallo srls","published",""
"AGCOSSATO72","72","COSSATO","  ","015940099","","","","COSSATO","",1,"Cristallo srls","published",""
"AGCOSSATO54300","54300","COSSATO","  ","01598421","","","","COSSATO","",1,"Cristallo srls","published",""
"AGCOSSATO CENTRO002014","002014","COSSATO CENTRO","  ","0159840144","","","","COSSATO CENTRO","",1,"Cristallo srls","published",""
"AGCASALE MONFERRATO105","105","CASALE MONFERRATO","  ","0142 453124","","","","COSSETTA GIUSEPPE","",1,"Cristallo srls","published",""
"AGMONDOVÃ0314","0314","MONDOVÃ","  ","","","","AG0314@AXA-AGENZIE.IT","COSTAMAGNA &amp;C. MONDOVÃ","",1,"Cristallo srls","published",""
"AGMONDOVÃ 3 000111111","000111111","MONDOVÃ 3 ","  ","017443071","","","","COSTAMAGNA DOMENICO","",1,"Cristallo srls","published",""
"AGASTI30243","30243","ASTI","AT","0141393111","PIAZZA DELLA LIBERTÃ 23","14100","","CR ASTI","",1,"Cristallo srls","published",""
"AGASTI0125","0125","ASTI","  ","","","","SINISTRI.TSUNAMI@AON.IT","CRASTI","",1,"Cristallo srls","published",""
"AGASTI 600202","00202","ASTI 6","  "," 0141 593305","","","","CRAVERO ASS.NI","",1,"Cristallo srls","published",""
"AGCREMA0232","0232","CREMA","  ","0373257694","","","","CREMA","",1,"Cristallo srls","published",""
"AGA235","A235","CREMONA","  ","","","","","CREMONA","",1,"Cristallo srls","published",""
"AGCREMONA225","225","CREMONA","  ","037229479","","","","CREMONA","",1,"Cristallo srls","published",""
"AGCRESCENTINO7","7","CRESCENTINO","  ","0161841269","","","","CRESCENTINO","",1,"Cristallo srls","published",""
"AGALBA CRISTO RE CORRETTO0 3 0 5 1 ","0 3 0 5 1 ","ALBA CRISTO RE CORRETTO","  "," 0173 284318","","","","CRISTO RE CORRETTO","",1,"Cristallo srls","published",""
"AGTORINO11111","11111","TORINO","  ","","","","SINISTRI@CSIBROKER.IT","CSI SINISTRI","",1,"Cristallo srls","published",""
"AGVARESE01622","01622","VARESE","  ","0332 812300","","","","CSR SINERGIE SRL","",1,"Cristallo srls","published",""
"AGCUNEO40178","40178","CUNEO","  ","0171480841","","","","CUNEO","",1,"Cristallo srls","published",""
"AGCUNEO325","325","CUNEO","  ","0171693326","","","","CUNEO","",1,"Cristallo srls","published",""
"AGCUNEO 2000000","000000","CUNEO 2","  ","0171 67182","","","","CUNEO ","",1,"Cristallo srls","published",""
"AGCUNEOA135","A135","CUNEO","  ","","","","","CUNEO","",1,"Cristallo srls","published",""
"AGCUNEO 2 64579","64579","CUNEO 2 ","  ","","","","","CUNEO","",1,"Cristallo srls","published",""
"AGCUNEO L21","L21","CUNEO ","  ","0171634921","","","","CUNEO ","",1,"Cristallo srls","published",""
"AGCUNEO220","220","CUNEO","  ","","","","","CUNEO","",1,"Cristallo srls","published",""
"AGSAVIGLIANO146","146","SAVIGLIANO","  ","017233600","","","","CUNEO - SAVIGLIANO","",1,"Cristallo srls","published",""
"AG35124","35124","CUNEO 1","  ","0171693111","","","","CUNEO 1","",1,"Cristallo srls","published",""
"AGCUNEO 3TA2","TA2","CUNEO 3","  ","0171693643","","","","CUNEO 3","",1,"Cristallo srls","published",""
"AGCUNEO 339278","39278","CUNEO 3","  ","","","","","CUNEO 3 ","",1,"Cristallo srls","published",""
"AGCUNEO414","414","CUNEO","  ","0171607111","","","","CUNEO 414","",1,"Cristallo srls","published",""
"AGCUNEOCUNEO ALPI","CUNEO ALPI","CUNEO","  ","0171640000","","","","CUNEO ALPI","",1,"Cristallo srls","published",""
"AGCUNEO36B","36B","CUNEO","  ","0171640000","","","","CUNEO ALPI","",1,"Cristallo srls","published",""
"AGCUNEO010 ","010","CUNEO","  ","0171456811","","","","CUNEO ASSITECA SPA","0171456842",1,"Cristallo srls","published",""
"AGCUNEO BISALTA 000","000","CUNEO BISALTA ","  ","0171401303","","","","CUNEO BISALTA ","",1,"Cristallo srls","published",""
"AGCUNEO 2 I30","I30","CUNEO 2 ","  ","0171455300","","","","CUNEO CASCINA COLOMBARO","",1,"Cristallo srls","published",""
"AGCUNEO 465196","65196","CUNEO 4","  ","0171602497","","","","CUNEO CENTRO ASSICURAZIONI S.R.L.","",1,"Cristallo srls","published",""
"AGCUNEO CORSO GIOLITTI148 ","148 ","CUNEO CORSO GIOLITTI","  "," 017167407","","","","CUNEO CORSO GIOLITTI","",1,"Cristallo srls","published",""
"AGCUNEO CORSO GRAMSCIT1A","T1A","CUNEO CORSO GRAMSCI","  ","0171602625","","","","CUNEO CORSO GRAMSCI","",1,"Cristallo srls","published",""
"AGCUNEO 2 240","240","CUNEO 2 ","  ","0171 66377","","","","CUNEO EUROPA","",1,"Cristallo srls","published",""
"AGCUNEO041057","041057","CUNEO","  ","0171 67119","","","","CUNEO EUROPA","",1,"Cristallo srls","published",""
"AGCUNEO EUROPA00000000","00000000","CUNEO EUROPA","  ","017167757","","","","CUNEO EUROPA","",1,"Cristallo srls","published",""
"AGCUNEO GALIMBERTI448","448","CUNEO GALIMBERTI","  ","01711988111","","","","CUNEO GALIMBERTI","",1,"Cristallo srls","published",""
"AGCUNEO011U","011U","CUNEO","  ","0171693454","","","","CUNEO IULIANA","",1,"Cristallo srls","published",""
"AGCUNEO1","1","CUNEO","  ","0171 696534","","","","CUNEO KENNEDY","",1,"Cristallo srls","published",""
"AGCUNEO KENNEDYIU2","IU2","CUNEO KENNEDY","  ","0171696352","","","","CUNEO KENNEDY CORRETTO","",1,"Cristallo srls","published",""
"AGCUNEO241","241","CUNEO","  ","0171 631207","","","AG_241.01@AGENTIVITTORIA.IT","CUNEO LIBERTÃ","",1,"Cristallo srls","published",""
"AGCUNEOAAA1","AAA1","CUNEO","CN","0171640050","","","","CUNEO NIZZA","",1,"Cristallo srls","published",""
"AG65026","65026","CUNEO OVEST","  ","0171694717","","","","CUNEO OVEST","",1,"Cristallo srls","published",""
"AGCUNEO 109","109","CUNEO ","  ","0171","","","","CUNEO STORICA","",1,"Cristallo srls","published",""
"AGCUNEOA135","A135","CUNEO","  ","0171694450","","","AGENZIA.CUNEO@GRUPPOITAS.IT","CUNEOITAS","",1,"Cristallo srls","published",""
"AGCUORGNÃ3","3","CUORGNÃ","  ","0124 629506","","","","CUORGNE","",1,"Cristallo srls","published",""
"AGCUORGNE'138","138","CUORGNE'","TO","0124 666634","","","","CUORGNE'","",1,"Cristallo srls","published",""
"AGCUORGNÃ555555","555555","CUORGNÃ","  ","0124657232","","","","CUORGNÃ","",1,"Cristallo srls","published",""
"AGCUORGNE'65222","65222","CUORGNE'","  ","0124651475","","","","CUORGNE' - BLANCHETTI","",1,"Cristallo srls","published",""
"AGVERCELLI563","563","VERCELLI","  ","01611850548","","","","D&amp;V SAS","",1,"Cristallo srls","published",""
"AGPAVIA266","266","PAVIA","  ","0382 23056","","","","DALLERA E SPERONI ","",1,"Cristallo srls","published",""
"AGBOVES00","00","BOVES","CN","0171389240","PIAZZA ITALIA 48","12012","","DALMASSO SIMONE &amp; C. S.A.S. DI DALMASSO SIMONE","",1,"Cristallo srls","published",""
"AGMARTINA FRANCA20517","20517","MARTINA FRANCA","  ","0804809382","","","","D'ARCANGELO ASS.NI","",1,"Cristallo srls","published",""
"AGDARZO - STORO718","718","DARZO - STORO","  ","0432473511","","","","DARZO - STORO","",1,"Cristallo srls","published",""
"AGORBASSANO401043","401043","ORBASSANO","  ","3396137505","","","ORBASSANO.401043@AGENZIATUA.IT","DE GASPERI","",1,"Cristallo srls","published",""
"AGTORINO 4T7G","T7G","TORINO 4","  ","0118195898","","","","DE GASPERI","",1,"Cristallo srls","published",""
"AGTORINO 2014241","014241","TORINO 2","  ","011543068","","","","DE GASPERI","",1,"Cristallo srls","published",""
"AGDE PRISCO03201","03201","DE PRISCO","  ","019824709","","","","DE PRISCO","",1,"Cristallo srls","published",""
"AGCANNOBIOS43","S43","CANNOBIO","  ","032370121","","","","DE.MO SRL","",1,"Cristallo srls","published",""
"AG630","630","DEAS ITALIA SRL ","  ","0110266430","","","","DEAS ITALIA SRL ","",1,"Cristallo srls","published",""
"AGTRADATE162","162","TRADATE","VA","0331386930","","","","DELLA VIA FABIO","",1,"Cristallo srls","published",""
"AGSALUZZOTV5","TV5","SALUZZO","CN","017542973","VIA DENINA, 6","12037","AGENZIA.SALUZZODENINA.IT@GENERALI.COM","DENINA","",1,"Cristallo srls","published",""
"AGDESENZO DEL GARDA57390","57390","DESENZO DEL GARDA","  ","030 914 1217","","","","DESENZO DEL GARDA","",1,"Cristallo srls","published",""
"AGCHIERI 57151","57151","CHIERI ","  ","0119470808","","","","DIERREERRE SNC","",1,"Cristallo srls","published",""
"AGMILANO90012","90012","MILANO","  ","0272162132","","","","DIPENDENTI GRUPPO ALLIANZ","",1,"Cristallo srls","published",""
"AG906","906","DIREZIONE","  ","","","","","DIREZIONE","",1,"Cristallo srls","published",""
"AGAOSTA 36171","6171","AOSTA 3","  ","016535662","","","","DITTA BETTANIN","",1,"Cristallo srls","published",""
"AGCROIX NOIR6636","6636","CROIX NOIR","  ","016545584","","","","DITTA GRISON","",1,"Cristallo srls","published",""
"AGDOMODOSSOLA TA6","TA6","DOMODOSSOLA ","  ","0324242337","","","","DOMODOSSOLA ","",1,"Cristallo srls","published",""
"AGDOMODOSSOLA227","227","DOMODOSSOLA","  ","0324248413","","","","DOMODOSSOLA","",1,"Cristallo srls","published",""
"AGDOMODOSSOLAA22","A22","DOMODOSSOLA","  ","0324242276","","","","DOMODOSSOLA","",1,"Cristallo srls","published",""
"AGDOMODOSSOLAAA1","AA1","DOMODOSSOLA","  ","0324482355","","","","DOMODOSSOLA","",1,"Cristallo srls","published",""
"AGDOMODOSSOLA11","11","DOMODOSSOLA","  ","0324248575","","","","DOMODOSSOLA","",1,"Cristallo srls","published",""
"AGDOMODOSSOLA2716","2716","DOMODOSSOLA","  ","0324242211","","","","DOMODOSSOLA","",1,"Cristallo srls","published",""
"AGDOMODOSSOLA101","101","DOMODOSSOLA","  ","0324248875","","","","DOMODOSSOLA","",1,"Cristallo srls","published",""
"AG011 ","011 ","DOMODOSSOLA 3","  ","0324242020","","","","DOMODOSSOLA 3","",1,"Cristallo srls","published",""
"AGANCONA400387","400387","ANCONA","  ","071 290 5040","","","","D'ORAZIO ASSICURAZIONI ","",1,"Cristallo srls","published",""
"AGCIRIÃ 3 I04","I04","CIRIÃ 3 ","  "," 0119214051","","","","DORIA","",1,"Cristallo srls","published",""
"AGBROKERAVH","AVH","BROKER","  ","0383 645177","","","","DORIA MILENA","",1,"Cristallo srls","published",""
"AGCANELLI121","121","CANELLI","  ","0141835494","","","","DOTTA MARCO","",1,"Cristallo srls","published",""
"AGDRUENTO60541","60541","DRUENTO","  ","0119846438","","","","DRUENTO","",1,"Cristallo srls","published",""
"AG3N","3N","DUBLE S IND.","  ","079 201 6047","","","","DUBLE S IND.","",1,"Cristallo srls","published",""
"AGTORINO186","186","TORINO","  ","011 591430","","","","DUCA DEGLI ABRUZZI ","",1,"Cristallo srls","published",""
"AGTORINO DUCA DEGLI ABRUZZI2250","2250","TORINO DUCA DEGLI ABRUZZI","  ","0114371991","","","","DUCA DEGLI ABRUZZI","",1,"Cristallo srls","published",""
"AGPINEROLO 4 53147","53147","PINEROLO 4 ","  ","0121379234","","","","DUE ESSE","",1,"Cristallo srls","published",""
"AGTORINO 4","DUEMILA 15","TORINO 4","  ","011 781507","","","","DUEMILA 15","",1,"Cristallo srls","published",""
"AGTORINO 5 430","430","TORINO 5 ","  ","011 781507","","","","DUEMILA15","",1,"Cristallo srls","published",""
"AGSAVIGLIANO566","566","SAVIGLIANO","  ","0172712085","","","","DUEPI' DI ROBUTTI PAOLO E C. SAS","",1,"Cristallo srls","published",""
"AGVALENZA8105","8105","VALENZA","  "," 0131 955018","","","","ELLE EMME ","",1,"Cristallo srls","published",""
"AGTORINO 3 6103","6103","TORINO 3 ","  ","011489049","","","","ELLENICA 01","",1,"Cristallo srls","published",""
"AGTORINO628","628","TORINO","  ","0114732494","","","","ELLENICA SAS","",1,"Cristallo srls","published",""
"AGSAVIGLIANO0324","0324","SAVIGLIANO","  ","0172370158","","","","EMMEDI SRL ","",1,"Cristallo srls","published",""
"AGCOLLEGNO 21780","1780","COLLEGNO 2","  ","0114034300","","","","EMMEFFE S.N.C. DI MANCINO PATRIZIA E FIORDALISO ALBERTO","",1,"Cristallo srls","published",""
"AGSALUZZO3058","3058","SALUZZO","  ","","","","","EMMEGI SAS DI MONDINO","",1,"Cristallo srls","published",""
"AGEMPOLID0 ","ID0 ","EMPOL","  ","057173551","","","","EMPOLI","",1,"Cristallo srls","published",""
"AGERBAA229","A229","ERBA","  ","031645390","PIAZZA PADANIA, 2","","","ERBA","",1,"Cristallo srls","published",""
"AGTARANTO6004","6004","TARANTO","  ","0994004848","","","","ERREDI","",1,"Cristallo srls","published",""
"AGTARANTO6004","6004","TARANTO","  ","0997369798","","","","ERREDI CONSULENZE ASSICURATIVE","",1,"Cristallo srls","published",""
"AGASTI CAVALLOTTIRLP","RLP","ASTI CAVALLOTTI","  ","0141351269","","","","ESSEBI","",1,"Cristallo srls","published",""
"AGTORINO507","507","TORINO","  ","011484508","","","AG507@AXA-AGENZIE.IT","ESSEBI GROUP","",1,"Cristallo srls","published",""
"AGMILANO 4 1075","1075","MILANO 4 ","  ","0295742892","","","","ESSEPI ASSICURAZINI SRL","",1,"Cristallo srls","published",""
"AGBERGAMO VIA SAN LAZZAROEUROCONSULTING","EUROCONSULTING","BERGAMO VIA SAN LAZZARO","  ","035249001","","","","EUROCONSULTING","",1,"Cristallo srls","published",""
"AGTORINO601","601","TORINO","  ","3472606073","","","","FALASCA FABRIZIO ROMA CAVOUR","",1,"Cristallo srls","published",""
"AG637","637","FANO","  ","0721 801300","","","","FANO","",1,"Cristallo srls","published",""
"AGCAVOUR 2500256","500256","CAVOUR 2","  ","012169949","","","","FATA CAVOUR","",1,"Cristallo srls","published",""
"AGBIELLA00","00","BIELLA","BI","01522588","PIAZZA VITTORIO VENETO 16","13051","","FERRARIS ASSICURAZIONI DI ALBERTO FERRARIS &amp; C. SAS","",1,"Cristallo srls","published",""
"AGALBA 2 047","047","ALBA 2 ","  "," 0173284085","","","","FERRERO ASSICURAZIONI SAS","",1,"Cristallo srls","published",""
"AGCANICATTI818","818","CANICATTI","  ","0922856511","","","","FERRETTI OLGA MARIA ","",1,"Cristallo srls","published",""
"AGAOSTA T14","T14","AOSTA ","  ","016541002","","","","FESTAZ","",1,"Cristallo srls","published",""
"AGFIANO144","144","FIANO","  ","","","","AG144@HDIARETE.IT","FIANO","",1,"Cristallo srls","published",""
"AGFIDENZA285","285","FIDENZA","  ","052481054","","","","FIDENZA BERENINI","",1,"Cristallo srls","published",""
"AGACQUI TERME/OVADA101","101","ACQUI TERME/OVADA","  ","0144322408","","","","FILIPPO NOBOLE SRL","",1,"Cristallo srls","published",""
"AGMILANO 2 FCE BANCK","FCE BANCK","MILANO 2 ","  ","800893411","","","","FINANZIAMENTO FORD","",1,"Cristallo srls","published",""
"AGOMEGNA626","626","OMEGNA","VB","032362313","","","","FINAS SAS ","",1,"Cristallo srls","published",""
"AGOMEGNA 0626","0626","OMEGNA ","  ","0323641423","","","","FINAS SAS OMEGNA ","",1,"Cristallo srls","published",""
"AGLUCCA004507","004507","LUCCA","  ","0583-496468","","","","FINELLI","",1,"Cristallo srls","published",""
"AGFIRENZEF52","F52","FIRENZE","  ","055422 2297","","","","FIRENZE","",1,"Cristallo srls","published",""
"AGFIRENZE516","516","FIRENZE","  ","0554795601","","","","FIRENZE RIFREDI","",1,"Cristallo srls","published",""
"AG","FOGGIA","FOGGIA","  ","0881711754","","","","FOGGIA","",1,"Cristallo srls","published",""
"AGFOLIGNO005106","005106","FOLIGNO","  ","0742 344645","","","","FOLIGNO ","",1,"Cristallo srls","published",""
"AGFORLI419","419","FORLI","  ","0543404719","","","","FORLÃ SAN VITALE","",1,"Cristallo srls","published",""
"AGFOSSANO1018","1018","FOSSANO","  ","0172636666","","","AG1018@HDIARETE.IT","FOSSANO","",1,"Cristallo srls","published",""
"AGFOSSANO2226","2226","FOSSANO","  ","017262905","","","","FOSSANO","",1,"Cristallo srls","published",""
"AGFOSSANO322","322","FOSSANO","CN","0172750500","","","","FOSSANO","",1,"Cristallo srls","published",""
"AGFOSSANO107","107","FOSSANO","  ","0172634986","","","","FOSSANO","",1,"Cristallo srls","published",""
"AGFOSSANO57476","57476","FOSSANO","  ","","","","","FOSSANO","",1,"Cristallo srls","published",""
"AGFOSSANO 240149","40149","FOSSANO 2","  ","017261501","","","","FOSSANO 2","",1,"Cristallo srls","published",""
"AG41X FOSSANO","41X FOSSANO","FOSSANO 41X","  ","017262553","","","","FOSSANO 41X","",1,"Cristallo srls","published",""
"AGFOSSANO52708","52708","FOSSANO","  ","017261385","","","","FOSSANO ARESE","",1,"Cristallo srls","published",""
"AGFOSSANOTD1","TD1","FOSSANO","  ","0172 60302","","","","FOSSANO VIA ROMA","",1,"Cristallo srls","published",""
"AGFOSSOMBRONEFPA","FPA","FOSSOMBRONE","  ","0721715103","","","","FOSSOMBRONE","",1,"Cristallo srls","published",""
"AG462","462","FRANCAVILLA FONTANA","  "," 0831 853213","","","","FRANCAVILLA FONTANA","",1,"Cristallo srls","published",""
"AGFRANCAVILLA AL MARE362","362","FRANCAVILLA AL MARE","  ","085815546","","","","FRANCAVILLA L MARE","",1,"Cristallo srls","published",""
"AGRIVOLI0515","0515","RIVOLI","  ","011 953 6038","","","","FRANCO DOSIO SAS","",1,"Cristallo srls","published",""
"AGRIVAROLO CANAVESE165","165","RIVAROLO CANAVESE","  ","012429028","","","","FRATTINI &amp; SCRINZO","",1,"Cristallo srls","published",""
"AGRACCONIGI 01","01","RACCONIGI ","  ","0172811345","","","","FUMERO","",1,"Cristallo srls","published",""
"AGFUSAI E SCARPINI47396","47396","FUSAI E SCARPINI","  ","0577271850","","","","FUSAI E SCARPINI","",1,"Cristallo srls","published",""
"AGACQUI TERME 3 39012","39012","ACQUI TERME 3 ","  ","0144356400","","","","G&amp;C ASSICURAZIONI","",1,"Cristallo srls","published",""
"AGBORGOSESIA56804","56804","BORGOSESIA","  ","016321660","","","","G&amp;G","",1,"Cristallo srls","published",""
"AGROMAF19","F19","ROMA","  ","0658335919","","","AGENZIAF19@GROUPAMA.IT","G.C. ASSICURAZIONI SRL","",1,"Cristallo srls","published",""
"AGTORINO101","101","TORINO","  ","028055157","","","","G.D. 101","",1,"Cristallo srls","published",""
"AGG.D. 208","G.D. 208","G.D. 208","  ","","","","","G.D. 208","",1,"Cristallo srls","published",""
"AGALESSANDRIA65157","65157","ALESSANDRIA","  ","0131443401 ","","","","G.L.M. ASSICURAZIONI","",1,"Cristallo srls","published",""
"AGALESSANDRIA65157","65157","ALESSANDRIA","  ","0131252524","","","","G.L.M. ASSICURAZIONI ","",1,"Cristallo srls","published",""
"AGG.M.G SRL ASSICURATRICE MILANESEG.M.G ","G.M.G ","G.M.G SRL ASSICURATRICE MILANESE","  ","3703055888","","","","G.M.G SRL ASSICURATRICE MILANESE","",1,"Cristallo srls","published",""
"AGPADERNO072","072","PADERNO","  "," 0299044836","","","","G.M.G. ","",1,"Cristallo srls","published",""
"AGROMAG.M.G. SRL","G.M.G. SRL","ROMA","  ","069341115","","","","G.M.G. 2","",1,"Cristallo srls","published",""
"AGPINEROLO400319","400319","PINEROLO","  ","0121378692","","","PAT.GMG@LIBERO.IT","G.M.G. S.R.L","",1,"Cristallo srls","published",""
"AGPORTOGRUARO2301","2301","PORTOGRUARO","  ","042171071","","","","GAIATTO ASSICURA","",1,"Cristallo srls","published",""
"AGTORINO N00330","N00330","TORINO ","  ","011 779 3600","","","","GALFO ASSICURAZIONI SAS","",1,"Cristallo srls","published",""
"AGTORINO RE UMBERTO, 840023","40023","TORINO RE UMBERTO, 8","TO","0115611287","","10121","","GALILEO TORINO","",1,"Cristallo srls","published",""
"AGALESSANDRIABB","BB","ALESSANDRIA","  ","0131264034","","","","GALLAN ARIANNA","",1,"Cristallo srls","published",""
"AGGALLARATE332","332","GALLARATE","  ","0331792252","","","","GALLARATE","",1,"Cristallo srls","published",""
"AG39098","39098","GALLARATE","  ","","","","","GALLARATE","",1,"Cristallo srls","published",""
"AG","39671","GALLARATE","  ","0331772144","","","","GALLARATE","",1,"Cristallo srls","published",""
"AGGALLARATE638","638","GALLARATE","  ","0331924765","","","","GALLARATE","",1,"Cristallo srls","published",""
"AGGALLARATE GALLARATE ","GALLARATE ","GALLARATE ","  ","0331786241","","","","GALLARATE ","",1,"Cristallo srls","published",""
"AGGALLARATE AB","AB","GALLARATE ","  ","0331792000","","","","GALLARATE CENTRO","",1,"Cristallo srls","published",""
"AGGALLARATEAA1","AA1","GALLARATE","  ","0331 790133","","","","GALLARATE GREEN PALACE","",1,"Cristallo srls","published",""
"AGGALLARATE VIA TORINO0146","0146","GALLARATE VIA TORINO","  ","0331791595","","","","GALLARATE VIA TORINO","",1,"Cristallo srls","published",""
"AG236","236","GALLARATE-LE TORRI","  ","0331793082","","","","GALLARATE-LE TORRI","",1,"Cristallo srls","published",""
"AGBIELLA16300","16300","BIELLA","  ","01527188","","","","GALLAROTTI &amp; VERRI","",1,"Cristallo srls","published",""
"AGBORGOSESIA310","310","BORGOSESIA","  ","016322852","","","","GALLAROTTI BORGOSESIA","",1,"Cristallo srls","published",""
"AGGALLERIA CANTONI235","235","GALLERIA CANTONI","  ","0331476911","","","","GALLERIA CANTONI","",1,"Cristallo srls","published",""
"AG57511","57511","GALLIATE","  ","","","","","GALLIATE","",1,"Cristallo srls","published",""
"AG303","303","GALLIATE","  ","","","","","GALLIATE","",1,"Cristallo srls","published",""
"AGGALLIATE GIUSTA3 0 3 ","3 0 3 ","GALLIATE GIUSTA","  ","0321865555","","","","GALLIATE GIUSTA","",1,"Cristallo srls","published",""
"AGTORINO CROCETTA5003","5003","TORINO CROCETTA","  ","0117711197","","","","GALLINA","",1,"Cristallo srls","published",""
"AGNOVI LIGURE114000","114000","NOVI LIGURE","  ","01432304","","","","GALLINI E GEMME","",1,"Cristallo srls","published",""
"AGGALLIPOLI39377","39377","GALLIPOLI","  ","0833266265","","","","GALLIPOLI","",1,"Cristallo srls","published",""
"AGCASTEGGIO39055","39055","CASTEGGIO","  ","038383307","","","","GANDINI GIOVANNI","",1,"Cristallo srls","published",""
"AGROMA001","001","ROMA","  ","063223575","","","INFO@GAR.ROMA.IT","GAR SRL","",1,"Cristallo srls","published",""
"AGALESSANDRIA 3 128","128","ALESSANDRIA 3 ","  ","0131280012","","","","GARIBALDI","",1,"Cristallo srls","published",""
"AGGARLASCOI13","I13","GARLASCO","  ","0382 810579","","","","GARLASCO","",1,"Cristallo srls","published",""
"AGTORINO01","01","TORINO","  ","0110702072","","","","GARRUTO E SOTTILE SAS","",1,"Cristallo srls","published",""
"AGTORINOFBC","FBC","TORINO","  ","0110702072","","","","GARRUTTO E SOTTILE SAS","",1,"Cristallo srls","published",""
"AG54950","54950","GASSINO","  ","0119606309","","","","GASSINO","",1,"Cristallo srls","published",""
"AG331","331","GATTINARA","  ","","","","","GATTINARA","",1,"Cristallo srls","published",""
"AGGATTINARA163000","163000","GATTINARA","  ","0163416554","","","","GATTINARA","",1,"Cristallo srls","published",""
"AGCHIERI00583","00583","CHIERI","  ","0119876796","","","","GATTO","",1,"Cristallo srls","published",""
"AGCHIERI 200005","00005","CHIERI 2","  ","0119423856","","","","GATTO ERALDO E PALMA","",1,"Cristallo srls","published",""
"AGGAVILN2","LN2","GAVI","  "," 0143642397","","","","GAVI","",1,"Cristallo srls","published",""
"AGGAZZANICA65144","65144","GAZZANICA","  ","035712080","","","","GAZZANICA","",1,"Cristallo srls","published",""
"AGTORINO TO00024","00024","TORINO TO","  ","011-807384  ","","","","GE.CO. DI GERACI","",1,"Cristallo srls","published",""
"AGTORINO113","113","TORINO","  "," 0114518732","","","","GEA ASSICURAZIONI","",1,"Cristallo srls","published",""
"AGTORINO GECO24","24","TORINO GECO","  ","011593357","","","","GECO DI GERACI","",1,"Cristallo srls","published",""
"AGTORINO 6S60","S60","TORINO 6","  ","011266570","","","","GENERALI A TORINO STRADA DI SETTIMO 22","",1,"Cristallo srls","published",""
"AGBRABRA","BRA","BRA","  "," 0172413779","","","","GENERALI ITALIA - AGENZIA DI VENARIA REALE UFFICI DI BRA","",1,"Cristallo srls","published",""
"AGNOVARA 3I55","I55","NOVARA 3","  ","032136421","","","","GENERALI ITALIA AGENZIA GENERALE DI NOVARA","",1,"Cristallo srls","published",""
"AGGENOVA123","123","GENOVA","  ","0230459009","","","","GENOVA","",1,"Cristallo srls","published",""
"AGGENOVA2116","2116","GENOVA","  ","010581945 ","","","","GENOVA","",1,"Cristallo srls","published",""
"AGGENOVA4620","4620","GENOVA","  ","010540539","","","","GENOVA","",1,"Cristallo srls","published",""
"AGGENOVA BRIGNOLE0396","0396","GENOVA BRIGNOLE","  ","010518236","","","","GENOVA BRIGNOLE","",1,"Cristallo srls","published",""
"AGGENOVA352","352","GENOVA","GE","0102461585","","16152","","GENOVA CAMPI","",1,"Cristallo srls","published",""
"AGGENOVA CENTRO336","336","GENOVA CENTRO","  "," 010580940","","","","GENOVA CENTRO","",1,"Cristallo srls","published",""
