pointType,pointDescription,pointAddress1,pointCity,pointProvince,pointZip,pointWelcome,pointPhone,pointRefererPhone,pointEmail,pointWelcomeDate,pointHolderPhone
"CRISTALLO","TO_CHIERI_11_ESSEDUE CARROZZERIA","CORSO MATTEOTTI 60","CHIERI","TO","10023","true","0119427900","339 393 8602","ESSEDUECARROZZERIA@LIBERO.IT","20/04/2023 15:29",""
"CRISTALLO","TO_CHIERI_12_PLANET CAR","VALLE CEPPI, 20","CHIERI","TO","10023","true","0119411021","3290310384","PLANETCARCHIERI@GMAIL.COM","27/10/2020 14:59","3487225355"
"CRISTALLO","TO_CHIERI_13_CENTRO MIDAS (BROCAR SEDE 2)","STRADA BALDISSERO, 1","CHIERI","TO","10023","","","3516110526","CHIERI7018@MIDAS.IT","",""
"CRISTALLO","TO_CHIUSA SAN MICHELE_01_PNEUS PIO 				","VIA TORINO 60	","CHIUSA SAN MICHELE","TO","10050","","0119643326","3391294623","INFO@PNEUSPIO.IT","",""
"CRISTALLO","TO_CHIVASSO_01_AREA GOMME","VIA BARAGGINO,136","CHIVASSO","TO","10034","","","3467270768","AREAGOMME@LIBERO.IT","",""
"BCS","TO_CHIVASSO_02_GCS SRL","C.SO G. FERRARIS, 136","CHIVASSO","TO","10034","","0110016977","","GRUPPOCARSAM@BOSCHCARSERVICE.IT","",""
"CRISTALLO","TO_CHIVASSO_03_IL GOMMO PNEUMATICI","VIA CALUSO, 19","CHIVASSO","TO","10034","","0119172390","","ILGOMMO01@EUROMASTER.COM","",""
"BCS","TO_CHIVASSO_04_NUOVA DIESEL SNC DI FLORIO &amp; C.","STRADALE TORINO, 91","CHIVASSO","TO","10034","","0119101739","","NUOVADIESEL@BOSCHCARSERVICE.IT","",""
"CRISTALLO","TO_CHIVASSO_05_CHIVASSO GOMME","CORSO G. FERRARIS 33","CHIVASSO","TO","10034","","","3939241777","CHIVASSOGOMME@LIBERO.IT","","3929424211"
"CRISTALLO","TO_CHIVASSO_06_CENTRO REVISIONI AUTO E MOTO - CRA","VIA STRADALE MILANO 6 E 8","CHIVASSO","TO","10034","","","","CRA.CHIVASSO@LIBERO.IT","","3288124136"
"CRISTALLO","TO_CHIVASSO_07_VENTURA PNEUMATICI GOMMISTA PNEUS SERVICE			","VIA MONTANARO, 47","CHIVASSO","TO","10034","","","3337952749","VENTURAPNEUSERVICE@LIBERO.IT","",""
"CRISTALLO","TO_CHIVASSO_08_SPEED CAR DI LO SCHIRICO ","VIA BAIONE, 2D","CHIVASSO","TO","10034","","0119195563","","SPEEDCAR-CHIVASSO@LIBERO.IT","",""
"CRISTALLO","TO_CHIVASSO_09_MOVIM","CORSO GALILEO FERRARIS, 58/BIS","CHIVASSO ","TO","10034","","0119109444","","ANTONIO.MOGAVERO@MOVIM.IT","",""
"CRISTALLO","TO_CHIVASSO_10_CARROZZERIA GIERRE ","STRADALE TORINO, 231","CHIVASSO","TO","10034","",""," 348 407 708","","",""
"CRISTALLO","TO_CIRIÃ_01_SVARA SRL","VIA TORINO 123","CIRIE","TO","10073","","0119222148","","ASSISTENZA@SVARASRL.IT","",""
"BCS","TO_CIRIÃ_02_MARANGONI SRL","VIA SAN MAURIZIO, 31","CIRIÃ","TO","10073","","0119206258","347 965 5631","INFO@AUTOFFICINAMARANGONI.COM","",""
"CRISTALLO","TO_CIRIÃ_03_GOMMISTA MAZZA","VIA MAZZINI 21"," CIRIE'","TO","10073","","","3395911054","GOMMISTAMAZZA@ALICE.IT","","3276639957"
"CRISTALLO","TO_CIRIÃ_04_GOMMISTA FABRI				","STRADA COASSO 13	","CIRIÃ","TO","10073","","01119855231","34743451224","FABRYGOMME@YAHOO.IT	","",""
"CRISTALLO","TO_CIRIÃ_05_BOCAR","CORSO GEN. DALLA CHIESA","CIRIE'","TO","10073","","0119214500","393 333 3211","AMMINISTRAZIONE@BOCAR.IT","",""
"ACREW","TO_CIRIÃ_06_CENTRO DELL'AUTO SRL","VIA SAN MAURIZIO 184","CIRIE'","TO","10073","","0119222627","3666347345","CENTRODELLAUTO@VIRGILIO.IT","",""
"CRISTALLO","TO_CIRIÃ_07_CARROZZERIA DUE G","VIA SAN MAURIZIO 184/A","CIRIÃ","TO","10073","true","0119210885","3357594484","CARROZ.DUEG@TISCALI.IT","10/07/2020 14:06",""
"CRISTALLO","TO_CIRIÃ_08_VAL DI LANZO SAS ","VIA FUCINA, 6","CIRIE'","TO","10073","true","0119214537","3398597889","VALDILANZO1@LIBERO.IT","20/10/2022 14:49",""
"CRISTALLO","TO_CIRIÃ_09_AUTOSERVIZI CARLOTTA","VIA F.LLI REMMERT, 6","CIRIÃ","TO","10073","","","335 735 6638","","",""
"CRISTALLO","TO_COLLEGNO_01_A.B.C. MOTORS","VIA VENARIA 39","COLLEGNO","TO","10093","","","3477919336","ABC-MOTORS@LIBERO.IT","",""
"CRISTALLO","TO_COLLEGNO_02_AUTOBIEMME ","VIA PAOLO LOSA 17","COLLEGNO","TO","10093","","0114111497","","INFO@AUTOBIEMME.191.IT","",""
"CRISTALLO","TO_COLLEGNO_03_AUTOFFICINA 3B","VIA ALPIGNANO 18/B","COLLEGNO","TO","10093","","0114050632","392 342 7806","AUTOFFIC144@HOTMAIL.IT","",""
"CRISTALLO","TO_COLLEGNO_04_AUTORIPARAZIONI COLECCHIA SERGIO","VIA MAGENTA 8","COLLEGNO","TO","10093","","0114110830","348 095 1182","SERGAS2@MSN.COM","",""
"CRISTALLO","TO_COLLEGNO_05_PRAIMER CAR","VIA TORINO PIANEZZA 115","COLLEGNO","TO","10093","true","011701030","3493455144","CEP.GOMME@LIBERO.IT","02/02/2022 14:39",""
"CRISTALLO","TO_COLLEGNO_06_LANFIAUTO SNC ","VIA G.VERDI 22","COLLEGNO","TO","10093","true","0114056952","392 837 1221","LANFIAUTO@HOTMAIL.IT","06/11/2023 15:08",""
"BCS","TO_COLLEGNO_07_MARTORANA CAR DI MARTORANA GESUALDO","VIA MAGENTA, 21","COLLEGNO","TO","10093","","0117910269","392 905 0245","MARTORANA@BOSCHCARSERVICE.IT","",""
"CRISTALLO","TO_COLLEGNO_08_NUOVA SAN GIORGIO AUTORIPARAZIONI SNC","VIA CESARE BATTISTI 16A","COLLEGNO","TO","10093","","011785932","3385606994","","",""
"CRISTALLO","TO_COLLEGNO_09_PIGNA TYRES","VIA MAGENTA 11","COLLEGNO","TO","10093","","","3475356762","GOMMISTA@PIGNATYRES.COM","",""
"CRISTALLO","TO_COLLEGNO_10_F.LLI CROSETTO "," VIA ALESSANDRO ANTONELLI, 28","COLLEGNO","TO","10097","","","","","",""
"ACREW","TO_COLLEGNO_11_OFFICINA MALTESE","VIA CRIMEA 26/A","COLLEGNO","TO","10093","","0114111919","3393557908","AUTOMALTESE@LIBERO.IT","","3385302575"
"CRISTALLO","TO_COLLEGNO_13_C.R.V. SERVICE SRL ","VIA TORINO 168","COLLEGNO","TO","10093","true","0114037048","320 658 1933","INFO@CRVSERVICE.NET","21/07/2021 10:43",""
"CRISTALLO","TO_COLLEGNO_14_TARGA CAR SERVICE","VIA MAGENTA 21","COLLEGNO","TO","10093","true","0117910269","3664183655","TARGACARSERVICE@HOTMAIL.COM","08/01/2021 17:16","3664183656"
"CRISTALLO","TO_COLLEGNO_15_BERTON AUTO","VIA ANDREA COSTA, 7A","COLLEGNO","TO","10093","true","","3333300301","GIUSEPPE.BERTI@YAHOO.IT","13/07/2021 15:08",""
"CRISTALLO","TO_COLLEGNO_16_CARROZZERIA FRATELLI INGHILERI SNC","VIA ITALIA 8","COLLEGNO","TO","10093","true","0114552554","347 732 3207","NUOVACAR.13@GMAIL.COM","10/05/2021 16:24",""
"CRISTALLO","TO_COLLEGNO_17_AUTO SHOWROOM THE SELLERS ","VIA EDMONDO DE AMICIS,73","COLLEGNO","TO","10093","","0112457550","328 252 3093","INFO@THESELLERAUTO.COM","",""
"CRISTALLO","TO_COLLEGNO_18_AUTORIPARAZIONI E AUTORIMESSA DI CAVALERI P.G. ","VIA DONIZETTI, 17/A","COLLEGNO","TO","10093","","0114051991","3939995368","","",""
"CRISTALLO","TO_COLLEGNO_19_AUTOCARROZZERIA SUPERCAR","VIA CRIMEA, 81, COLLEGNO TO","COLLEGNO","TO","10093","","01141159686","3283578347","","",""
"CRISTALLO","TO_COLLEGNO_20_CARROZZERIA  REFRANCORE","VIA UNGHERIA, 19","COLLEGNO","TO","10093","","","389 499 5678","INFO@CARROZZERIAREFRANCORE.IT","",""
"BCS","TO_CUMIANA_01_CUMIANA CAR SERVICE SAS DI CADDEO GIAMPAOLO &amp; C.","STRADA TORINO, 21","CUMIANA","TO","10040","","0119070830","339 191 1082","G.CADDEO@INWIND.IT","",""
"CRISTALLO","TO_CUMIANA_02_CUMIANA GOMME GROUP SRL","VIA MONVISO, 20","CUMIANA","TO","10040","","0119070421","342 158 0039","AMMINISTRAZIONE@CUMIANAGOMME.COM","",""
"CRISTALLO","TO_CUMIANA_03_F.LLI BUONO SNC","VIA PROVINCIALE 97","CUMIANA","TO","10040","","3313324877","331 332 4877","FRATELLI.BUONOSNC@YAHOO.IT","",""
"CRISTALLO","TO_CUMIANA_04_AUTOSALONE RUFFINATTO","STRADA TORINO, 19","CUMIANA","TO","10040","","0119070306","","","",""
"BCS","TO_CUORGNÃ_01_SUPERAUTO SRL","VIA BRIGATE PARTIGIANE, 4","CUORGNÃ","TO","10082","","0124651403","","SUPERAUTO_SNC@LIBERO.IT","",""
"CRISTALLO","TO_DEVESI DI CIRIE'_01_CARROZZERIA INGRASSIA","LOCALITÃ GRANGE MARSAGLIA, 19","CIRIE'","TO","10073","","0119206409","340 008 2368","","",""
"CRISTALLO","TO_DRUENTO_01_AUTORIPARAZIONI TUFANIO GIOVANNI","VIA GUGLIELMO MARCONI 3","DRUENTO","TO","10040","true","0119846488","","GIOVANNI.TUFANIO@GMAIL.COM","14/09/2020 10:51",""
"BCS","TO_DRUENTO_02_F.M. SNC DI MODICA F. &amp; BONAGLIA M.","VIA TORINO, 73","DRUENTO","TO","10040","","","","AMMINISTRAZIONE@FMAUTORECYCLE.IT","",""
"CRISTALLO","TO_DRUENTO_03_M.P. AUTORIPARAZIONI DI MAZZILLI PAOLO","VIA VOLTA 15","DRUENTO","TO","10040","","","","","","3357279861"
"CRISTALLO","TO_DRUENTO_04_AUTORIPARAZIONI PUNTO","VIA MEUCCI 14","DRUENTO","TO","10040","","","","AUTORIPARAZIONIPUNTO@ALICE.IT","","3391538053"
"CRISTALLO","TO_DRUENTO_05_OFFICINA CIETTO RACING","STRADA SAN GILLIO 5","DRUENTO","TO","10040","","","3472510233","OFFICINACIETTO@GMAIL.COM","",""
"CRISTALLO","TO_DRUENTO_06_AUTORIPARAZIONI MICELI SAS - ALFA'S GARAGE","VIA GALILEO FERRARIS 5","DRUENTO","TO","10040","","0119844266","339 614 0398","INFO@ALFASGARAGE.IT","",""
"CRISTALLO","TO_DRUENTO_07_CARROZZERIA SCALAVINO","CORSO ALEXANDER FLEMING, 13","DRUENTO ","TO","10040","","0119845150","327 746 5022","","",""
"CRISTALLO","TO_FAVRIA_01_AUTOFFICINA STARTER 91 CRF","VIA BUSANO 46","FAVRIA","TO","10083","true",""," 338313079","INFO@STARTER91.IT","28/07/2020 09:03",""
"BCS","TO_FELETTO_01_BLUE &amp; REEF","VIA ROSARIO 28","FELETTO","TO","10080","","0124490230","","ANTONELLOSERVICE@VIRGILIO.IT","",""
"CRISTALLO","TO_FROSSASCO_01_I.B. AUTORIPARAZIONI","VIA PINEROLO 36","FROSSASCO","TO","10060","","",""," IVANO.BRANCACCIO@GMAIL.COM","",""
"CRISTALLO","TO_FROSSASCO_02_M2CAR","VIA PINEROLO 13/4","FROSSASCO","TO","10060","","","","","",""
"CRISTALLO","TO_FROSSASCO_03_AUTORIPARAZIONI LG SNC","VIA PINEROLO, 26","FROSSASCO","TO","10060","true","0121352700","3755653646","INFO@AUTORIPARAZIONILG.COM","05/12/2023 17:08",""
"ACREW","TO_FROSSASCO_04_BONNIN AUTO","VIA TORINO 1/9","FROSSASCO","TO","10060","true","0121352218","","BONNINAUTO@LIBERO.IT","04/09/2023 08:24",""
"CRISTALLO","TO_GASSINO_01_AUTORIPARAZIONI GIANASSO GIOVANNI				","VIA A.DIAZ 27","GASSINO","TO","10090","","0119606024","3494916326","REV.GG@TISCALINET.IT","",""
"CRISTALLO","TO_GASSINO_02_AUTOMAX ","VIA CHIVASSO 80	","GASSINO","TO","10090","","","347 433 5499","AUTOMAXDICAVALLO@VIRGILIO.IT","",""
"CRISTALLO","TO_GASSINO_03_GASSINO SERVICE			","STRADA CHIVASSO 1","GASSINO","TO","10090","true","","348 059 5797","GASSINOSERVICE@LIBERO.IT","16/07/2020 16:06",""
"CRISTALLO","TO_GERBIDO DI GRUGLIASCO_01_EUROPA","VIA DON BORIO 12","GERBIDO DI GRUGLIASCO","TO","10095","","0113081742","","","",""
"CRISTALLO","TO_GERBOLE DI RIVALTA_01_CARROZZERIA 2R","VIA TRANA 9","GERBOLE DI RIVALTA","TO","10040","true","0119038600","","INFO@CAR2R.IT","23/01/2023 11:36",""
"CRISTALLO","TO_GERBOLE DI VOLVERA_01_C.C.R.","VIA FIUME 56","GERBOLEDIVOLVERA","TO","10040","","0110712049","","","",""
"CRISTALLO","TO_GERBOLE DI VOLVERA_02_PEN MOTORI","VIA VITTORIO VENETO 4","GERBOLEDIVOLVERA","TO","10040","","0119857727","","","",""
"CRISTALLO","TO_GERBOLE DI VOLVERA_03_AREA 51","VIA MARTIRI PER LA LIBERTÃ, 3","GERBOLE","TO","10040","","0119906983","339 847 6644","","",""
"CRISTALLO","TO_GIAVENO_01_GLODER","VIA CADUTI SUL LAVORO 16","GIAVENO","TO","10094","","0119365234","","GLODER.AUTOCARROZZERIA@ICA-NET.IT","",""
"BCS","TO_GIAVENO_02_CP MOTOR SAS DI CASTAGNOLI PAOLA &amp; C.","VIA CADUTI SUL LAVORO, 4/D","GIAVENO","TO","10094","","0119365535","","INFO@CPMOTOR.IT","",""
"CRISTALLO","TO_GRUGLIASCO_01_AUTORIPARAZIONI GARINO","VIA SIBONA 16","GRUGLIASCO","TO","10095","","0113112002","","","",""
"CRISTALLO","TO_GRUGLIASCO_02_AUTORIPARAZIONI LUC-CAR","VIA E.TOTI 12","GRUGLIASCO","TO","10095","true","0117804934","","AUTORIPARAZIONILUC.CAR@GMAIL.COM","27/12/2022 17:00",""
"CRISTALLO","TO_GRUGLIASCO_03_AUTORIPARAZIONI P.R.","VIA FABBRICHETTA 59","GRUGLIASCO","TO","10095","","0110565928","","AUTORIPARAZIONIPR@GMAIL.COM","",""
"CRISTALLO","TO_GRUGLIASCO_04_BONELLO AUTO SRL","VIA DELLA LIBERTÃ 25","GRUGLIASCO","TO","10095","true","011783975","","OFFICINA@BONELLOAUTO.IT","09/03/2023 09:03",""
"CRISTALLO","TO_GRUGLIASCO_05_DIERRE CORSE","VIA GIOVANNI VERGA 2","GRUGLIASCO","TO","10095","","0114033279","3395004228","","",""
"CRISTALLO","TO_GRUGLIASCO_06_LP MOTORS SRLS","VIA RIETI 40","GRUGLIASCO","TO","10095","","","","LPMOTORSSRLS@GMAIL.COM","",""
"CRISTALLO","TO_GRUGLIASCO_07_OK DRIVE SRL ","VIA CREA, 10","GRUGLIASCO","TO","10095","","0110341311","","LEGRU@OKDRIVE.IT","",""
"CRISTALLO","TO_GRUGLIASCO_08_ORIGLIA PNEUMATICI","CORSO ALLAMANO 34A","GRUGLIASCO","TO","10095","","0114143916","333 448 4276","GRUGLIASCO@ORIGLIAPNEUMATICI.IT","","0114833325"
"CRISTALLO","TO_GRUGLIASCO_09_PASTORINO AUTO","CORSO ALLAMANO 48","GRUGLIASCO","TO","10095","","0113240428","","","",""
"CRISTALLO","TO_GRUGLIASCO_10_PIAUTO","STRADA CAMPAGNOLA 27","GRUGLIASCO","TO","10095","","0117801064","","PIAUTOSNC@FASTWEBNET.IT","",""
"CRISTALLO","TO_GRUGLIASCO_11_SERGAUTO","CORSO ALLAMANO 13S","GRUGLIASCO","TO","10095","","0110266698","","SERGAUTO@SERGAUTO.IT","",""
"CRISTALLO","TO_GRUGLIASCO_12_AUTOTEKNICA BY ZOTTA NICOLA					","VIA FABBRICCHETTA 55","GRUGLIASCO","TO","10095","true","0114052436","3386231067","ZOTTA.AUTOTEKNICA.NICOLA@GMAIL.COM","12/01/2023 17:06",""
"CRISTALLO","TO_GRUGLIASCO_13_OLD GARAGE DI SANTINI STEFANO","VIA SILVIO PELLICO 25","GRUGLIASCO","TO","10095","true","01119860122","3394981303","CARROZZERIAOLDGARAGE@GMAIL.COM","10/07/2020 09:41",""
"CRISTALLO","TO_GRUGLIASCO_14_CARROZZERIA CALICAR DI CALIGIURI GIOVANNI","VIA SABAUDIA, 142, ","GRUGLIASCO","TO","10095","","","393 047 5040","CARROZZERIACALICAR@LIBERO.IT","",""
"CRISTALLO","TO_GRUGLIASCO_15_AUTORIMESSA PALLI","VIA NATALE PALLI, 72","GRUGLIASCO","TO","10095","true","","3395663500","PEPEGINO@PEC.IT","13/04/2023 11:22",""
"CRISTALLO","TO_GRUGLIASCO_16_DMG CARROZZERIA","STR. DEL PORTONE, 171/7","GRUGLIASCO","TO","10095","","0112388992","347 576 4417","","",""
"CRISTALLO","TO_GRUGLIASCO_17_OFFICINE BONELLO SRL - IVECO","VIA SAN PAOLO 86/8","GRUGLIASCO","TO","10095","true","011783975","3356550670","ALDO.BONELLO@OFFICINABONELLO.IT","03/11/2023 15:50",""
"CRISTALLO","TO_INVERSO PINASCA_01_LANTELME AUTOFFICINA","VIA PROVINCIALE, 18","INVERSOPINASCA","TO","10060","","0121800610","","LANTELMEGIORGIO@VIRGILIO.IT","",""
"CRISTALLO","TO_IVREA_01_AUTORIPARAZIONI MAROLO SNC","VIA BUROLO 5","IVREA","TO","10015","","","347 377 9197","BRUNOMAROLO@HOTMAIL.IT","",""
"CRISTALLO","TO_LA LOGGIA_01_GULLI MOTORI COMPETITION","VIA RONCHI 29","LA LOGGIA","TO","10040","","011 9628031","","","",""
"CRISTALLO","TO_LEINI' 05_OFFICINA GALLUZZO","VIA CASELLE, 62","LEINI","TO","10040","","","348 452 4550","OFFICINAGALLUZZO.OG@GMAIL.COM","","342 622 0626"
"CRISTALLO","TO_LEINÃ_01_REVISIONI MUSOLINO","VIA VALLETTA, 46","LEINI","TO","10040","true","0119983202","","REVISIONI.MUSOLINO@LIBERO.IT","16/03/2022 15:56",""
"BCS","TO_LEINÃ_02_CAR &amp; CAM","VIA FORNACINO, 139","LEINI'","TO","10040","","0119968527","","CARCAMSNC@LIBERO.IT","",""
"ACREW","TO_LEINÃ_03_SPEED CARS","VIA VOLPIANO 44","LEINI'","TO","10040","","0119982083","","INFO@SPEEDCARSLEINI.IT","",""
"CRISTALLO","TO_LEINÃ_04_AUTORIPARAZIONI GABRIONE			","VIA LOMBARDORE 130","LEINI'","TO","10040","","0119980050","3889248234","","","3332585266"
"CRISTALLO","TO_LEINÃ_05_NUOVA AUTOBRUNO SNC","VIA TORINO 45","LEINÃ","TO","10040","","0119989725","3397346186","MARCO@AUTOBRUNO.IT","","3887527863"
"CRISTALLO","TO_LEINÃ_06_MIX AUTO	","VIA TORINO 7","LEINI'","TO","10040","","0112634327","3939143731","MIXAUTOGOMME@VIRGILIO.IT","",""
"CRISTALLO","TO_LEINÃ_07_CMP SRL","STRADA CASELLE 53/A","LEINÃ","TO","10040","","","3405612041","","",""
"CRISTALLO","TO_LEINI'_08_SCARABOSIO SNC","VIA CASALLE 51","LEINI'","TO","10040","","","","","",""
"CRISTALLO","TO_LOMBARDORE_01_ANTONELLO SERVICE","VIA RIVAROLO 32","LOMBARDORE","TO","10040","","","","","",""
"CRISTALLO","TO_LUSERNA SAN GIOVANNI_01_AUTOCARROZZERIA DEPETRIS DI DEPETRIS DANIELE","VIA DELLE FORNACI 11","LUSERNASANGIOVANNI","TO","10062","true","0121909683","335407048","AUTOCARROZZERIA@DEPETRISDA.191.IT","18/10/2023 16:40",""
"CRISTALLO","TO_LUSERNA SAN GIOVANNI_02_ROSA WALTER OFFICINA AUTO","STRADA DELLA FORNACE 15","LUSERNASANGIOVANNI","TO","10062","","0121901135","","","",""
"CRISTALLO","TO_LUSERNA SAN GIOVANNI_03_ZEPPEGNO SNC","CORSO G. MATTEOTTI","LUSERNA SAN GIOVANNI","TO","10062","","0121909041","","ZEPPEGNOSNC@GMAIL.COM","",""
"CRISTALLO","TO_LUSERNA SAN GIOVANNI_04_STAZIONE DI SERVIZIO IP COSTEL","VIA PRIMO MAGGIO 256","LUSERNA SAN GIOVANNI","TO","10062","true","","334 977 2687","GGV.SNC@ALICE.IT","31/05/2021 11:17",""
"CRISTALLO","TO_LUSERNA SAN GIOVANNI_05_FALCO CORRADO","VIALE E.DE AMICIS 69/3","LUSERNA SAN GIOVANNI","TO","10062","true","0121909090","3467927335","FALCOCORRADO68@TISCALI.IT","10/07/2023 09:35",""
"CRISTALLO","TO_LUSERNA SAN GIOVANNI_06_TRUCCO AUTORIPARAZIONI","VIA PRALAFERA, 12","LUSERNA","TO","10062","","","339 141 5400","","",""
"CRISTALLO","TO_MAPPANO_01_SAICAR SRL","VIA RIVAROLO 33","MAPPANO","TO","10072","","0112624881","3398854991","ONLINE@SAICAR.IT","",""
"CRISTALLO","TO_MAPPANO_02_AUTORIPARAZIONI SPEED SNC","VIA BORGARO 31","MAPPANO","TO","10072","","0119969636","3490861302","AUTORIPARAZIONISPEED@GMAIL.COM","","3386858225"
"CRISTALLO","TO_MAPPANO_03_SAVIS SNC","S.P. 267 KM 10+300","MAPPANO","TO","10072","","","","","",""
"CRISTALLO","TO_MAPPANO_04_AUTOLAVAGGIO DA ANDREA","VIA BUONARROTI, 9","MAPPANO","TO","10079","","","3335901861","","",""
"CRISTALLO","TO_MONCALIERI_01_ AUDIELLO &amp; VARALLO SPA","CORSO SAVONA 23","MONCALIERI","TO","10024","","011645066","","INFO@AUDIELLOEVARALLO.TOYOTA.IT","",""
"CRISTALLO","TO_MONCALIERI_02_AUTOFFICINA MONCALIERI SNC","VIA VITTIME DI BOLOGNA 11","MONCALIERI","TO","10024","","","","AUTOFFMONCALIERI@LIBERO.IT","",""
"CRISTALLO","TO_MONCALIERI_03_CAR SERVICE - MONCALIERI","VIA PUCCINI 35","MONCALIERI","TO","10024","","0116061428","","","",""
"BCS","TO_MONCALIERI_04_CARLUCCI AUTOSOCCORSO SRL","VIA EINAUDI, 25","MONCALIERI","TO","10024","","","","","",""
"CRISTALLO","TO_MONCALIERI_05_CORLEONE SAS","STRADA CARIGNANO 101","MONCALIERI","TO","10024","true","","3272177004","SERGIOVASCO@ME.COM","06/11/2021 08:46",""
"CRISTALLO","TO_MONCALIERI_06_CSR GOMME - COLLAUDO EUROPEO","VIA SESTRIERE 45","MONCALIERI","TO","10024","","0116059733","3472683382","COLLAUDOEUROPEO@GMAIL.COM","",""
"CRISTALLO","TO_MONCALIERI_07_GOLDEN GARAGE","STRADA CARIGNANO 54","MONCALIERI","TO","10024","","","","","",""
"CRISTALLO","TO_MONCALIERI_08_K.M. SNC","VIA LAGRANGE 1","MONCALIERI","TO","10024","","011641081","","","",""
"CRISTALLO","TO_MONCALIERI_09_MAXI GOM SAS","VIA SESTRIERE, 47","MONCALIERI","TO","10024","","0116068878","","AMMINISTRAZIONE@MAXIGOM.COM","",""
"DEROGHE","TO_MONCALIERI_10_TENORE MARCELLO &amp; C. SNC","VIA PASTRENGO 31 BIS","MONCALIERI","TO","10024","","0116069386","","INFO@TENOREMARCELLO.IT","",""
"BCS","TO_MONCALIERI_11_VIP SERVICE SAS ASSIST. TECNICA AUTOVEICOLI","VIA PASTRENGO, 122/1","MONCALIERI","TO","10024","true","0116822307","","VIPSERVICE2004@LIBERO.IT","22/01/2024 14:57",""
"BCS","TO_MONCALIERI_12_ZINGARELLI SRL","VIA CAVALIERI DEL LAVORO, 24/3","MONCALIERI","TO","10024","","0116275675","","","",""
"CRISTALLO","TO_MONCALIERI_13_CPV - CROSETTO PONTEPRINO SAS","STRADA GENOVA 58/3 BIS","MONCALIERI","TO","10024","","3406755350","","SERVICE.AUTO@VIRGILIO.IT","",""
"CRISTALLO","TO_MONCALIERI_14_NEW WASH AUTOLAVAGGIO","STRADA CARIGNANO 39 BIS","MONCALIERI","TO","10024","","","3384257309","INFO@NEWASHTORINO.IT","",""
"CRISTALLO","TO_MONCALIERI_15_PNEUMATICI F.LLI CANTELE						","STRDA CARIGNANO 41","MONCALIERI","TO","10024","","011642068","3357709823","CANTELE.PNEUS@TIN.IT	","",""
"CRISTALLO","TO_MONCALIERI_16_AUTORIPARAZIONI PASTRENGO","VIA PASTRENGO 41","MONCALIERI","TO","10024","","","3395695151","AUTO.PASTRENGO@VIRGILIO.IT","",""
"CRISTALLO","TO_MONCALIERI_17_M.C. GOMME SAS	","STRADA TORINO 28","MONCALIERI","TO","10024","","","3480151396","MCGOMME@LIBERO.IT	","",""
"CRISTALLO","TO_MONCALIERI_18_C.R.A. REVISIONI MONCALIERI	","CORSO SAVONA 50		","MONCALIERI","TO","10024","true","0116828463","3296062542","AMMINISTRAZIONE@CRAREVISIONI.COM","08/08/2023 14:39",""
"ACREW","TO_MONCALIERI_19_AUTORIPARAZIONI SPINNATO","VIA POSTIGLIONE, 27","MONCALIERI ","TO","10024","","0116472087","3319236767","AUTORIPARAZIONISPINNATO@GMAIL.COM","",""
"BCS","TO_MONCALIERI_20_AG SERVICE SNC","VIA CAVALIERI DEL LAVORO, 24/3","MONCALIERI","TO","10024","","0116275675","","INFO@OFFICINEZINGARELLI.COM","",""
"CRISTALLO","TO_MONCALIERI_21_AUTOFFICINA MARCELLO GHIRO","VIA PASTRENGO 3","MONCALIERI","TO","10024","","0116407615","3332322497","","",""
"CRISTALLO","TO_MONCALIERI_22_OFFICINA LIGORIO","VIA ZARA 15","MONCALIERI","TO","10024","","0116063356","","OFFICINA.LIGORIO@LIBERO.IT","",""
"CRISTALLO","TO_MONCALIERI_23_TL SRL","STRADA STUPINIGI 7","MONCALIERI","TO","10024","","","3245918449","TLSRL68@GMAIL.COM","","3924445505"
"CRISTALLO","TO_MONCALIERI_24_CARROZZERIA ASTRA DI AMID AJAM HASON","VIA SOMALIA 1","MONCALIERI","TO","10024","","0113744646","3355229525","ASTRA.CARROZZERIA@VIRGILIO.IT","",""
"CRISTALLO","TO_MONCALIERI_25_HAPPY CAR AUTOLAVAGGIO","VIA SESTRIERE 47","MONCALIERI","TO","10024","true","","3932042117","ANDREA.PERETTI@OUTLOOK.IT","10/10/2020 15:19","3887241484"
"CRISTALLO","TO_MONCALIERI_26_A.P. SAS DI ANTONINO ANTONIO E C.","CORSO PARINI 4","MONCALIERI","TO","10024","true","0116801497","3358458383","CARROZZERIAAP@GMAIL.COM","23/10/2023 17:32",""
"CRISTALLO","TO_MONCALIERI_27_DDQ SERVICE DI QUARTARONE DIEGO DOMENICO ","VIA PASTRENGO, INTERNO 112 (SUONARE CAMPANELLO A.M. TECNOCAR -  Ã IL CANCELLO MARRONE PRIMA DEL BAR - ENTRI E POI PORTONE VERDE IN FONDO )","MONCALIERI","TO","10024","","","","","",""
"BCS","TO_MONCALIERI_28_OFFICINE RPM DI BRUNO GIANNI","STR. GENOVA, 126,","MONCALIERI","TO","10024","true","011 649 5969","345 734 6518","OFFICINERPM126@GMAIL.COM","27/01/2022 11:00",""
"CRISTALLO","TO_MONCALIERI_29_AUTOCARROZZERIA CARS","VIA SENATORE CANONICA 2","MONCALIERI","TO","10024","","01119705501","392 267 9515","AUTOCARROZZERIA.C@GMAIL.COM","",""
